burst, startT [s], endT [s], relative startT [s], relative endT [s], cycle period [s], inst burstfreq [Hz], duration [s], dutycycle, interburst interval [s], #spikes , spikefreq in burst [Hz],Time,0 Channel 1
824,2425.28452,2425.528424,2425.28452,2425.528424,1.551292,0.644624,0.243904,0.157226,1.307388,17,65.59958,2425.2845,30.264282
825,2426.835812,2427.062432,2426.835812,2427.062432,1.506372,0.663847,0.22662,0.150441,1.279752,16,66.190098,2426.8358,30.061258
826,2428.342184,2428.568776,2428.342184,2428.568776,1.374136,0.72773,0.226592,0.164898,1.147544,16,66.198277,2428.3422,29.955433
827,2429.71632,2429.9382,2429.71632,2429.9382,1.378024,0.725677,0.22188,0.161013,1.156144,16,67.60411,2429.7163,29.79443
828,2431.094344,2431.356884,2431.094344,2431.356884,1.399224,0.714682,0.26254,0.187633,1.136684,18,64.752038,2431.0943,29.701456
829,2432.493568,2432.790044,2432.493568,2432.790044,1.441328,0.693805,0.296476,0.205696,1.144852,20,64.086132,2432.4936,29.547682
830,2433.934896,2434.186136,2433.934896,2434.186136,1.416744,0.705844,0.25124,0.177336,1.165504,18,67.664385,2433.9349,29.435778
831,2435.35164,2435.611916,2435.35164,2435.611916,1.367512,0.731255,0.260276,0.190328,1.107236,18,65.315281,2435.3516,29.246521
832,2436.719152,2437.011232,2436.719152,2437.011232,1.459536,0.685149,0.29208,0.200118,1.167456,20,65.050671,2436.7192,29.15288
833,2438.178688,2438.501156,2438.178688,2438.501156,1.520884,0.657512,0.322468,0.212027,1.198416,22,65.122741,2438.1787,29.040903
834,2439.699572,2439.994136,2439.699572,2439.994136,1.478904,0.676176,0.294564,0.199177,1.18434,20,64.502112,2439.6996,28.977924
835,2441.178476,2441.442472,2441.178476,2441.442472,1.471104,0.679762,0.263996,0.179454,1.207108,19,68.182851,2441.1785,28.895569
836,2442.64958,2442.948256,2442.64958,2442.948256,1.566504,0.638364,0.298676,0.190664,1.267828,21,66.962193,2442.6496,28.803225
837,2444.216084,2444.499992,2444.216084,2444.499992,1.47746,0.676837,0.283908,0.19216,1.193552,21,70.445356,2444.2161,28.736877
838,2445.693544,2446.025884,2445.693544,2446.025884,1.575796,0.6346,0.33234,0.210903,1.243456,23,66.197268,2445.6935,28.702345
839,2447.26934,2447.574568,2447.26934,2447.574568,1.56414,0.639329,0.305228,0.195141,1.258912,21,65.524788,2447.2693,28.639221
840,2448.83348,2449.174288,2448.83348,2449.174288,1.640812,0.609454,0.340808,0.207707,1.300004,25,70.420882,2448.8335,28.594971
841,2450.474292,2450.745856,2450.474292,2450.745856,1.435124,0.696804,0.271564,0.189227,1.16356,19,66.282718,2450.4743,28.549194
842,2451.909416,2452.238964,2451.909416,2452.238964,1.491168,0.670615,0.329548,0.221,1.16162,23,66.758105,2451.9094,28.516518
843,2453.400584,2453.777152,2453.400584,2453.777152,1.695868,0.589669,0.376568,0.22205,1.3193,25,63.733509,2453.4006,28.500332
844,2455.096452,2455.506008,2455.096452,2455.506008,1.797612,0.556294,0.409556,0.227833,1.388056,29,68.366719,2455.0965,28.482061
845,2456.894064,2457.297112,2456.894064,2457.297112,1.914228,0.522404,0.403048,0.210554,1.51118,30,71.951728,2456.8941,28.547035
846,2458.808292,2459.186464,2458.808292,2459.186464,1.874208,0.533559,0.378172,0.201777,1.496036,27,68.751785,2458.8083,28.379475
847,2460.6825,2461.028016,2460.6825,2461.028016,1.832064,0.545832,0.345516,0.188594,1.486548,25,69.461327,2460.6825,28.225298
848,2462.514564,2462.851064,2462.514564,2462.851064,1.759368,0.568386,0.3365,0.191262,1.422868,23,65.3789,2462.5146,28.212896
849,2464.273932,2464.690212,2464.273932,2464.690212,1.884512,0.530641,0.41628,0.220895,1.468232,31,72.066878,2464.2739,28.194433
850,2466.158444,2466.528384,2466.158444,2466.528384,1.953572,0.511883,0.36994,0.189366,1.583632,25,64.875385,2466.1584,28.09568
851,2468.112016,2468.52452,2468.112016,2468.52452,2.012272,0.496951,0.412504,0.204994,1.599768,31,72.726567,2468.112,27.953938
852,2470.124288,2470.504204,2470.124288,2470.504204,1.96142,0.509835,0.379916,0.193694,1.581504,27,68.436181,2470.1243,27.804588
853,2472.085708,2472.49324,2472.085708,2472.49324,1.922488,0.520159,0.407532,0.211982,1.514956,28,66.252466,2472.0857,27.607727
854,2474.008196,2474.472896,2474.008196,2474.472896,1.977048,0.505805,0.4647,0.235047,1.512348,34,71.013557,2474.0082,27.424358
855,2475.985244,2476.462124,2475.985244,2476.462124,2.032956,0.491895,0.47688,0.234575,1.556076,37,75.490689,2475.9852,27.21233
856,2478.0182,2479.34828,2478.0182,2479.34828,1.843684,0.542392,1.33008,0.721425,0.513604,104,77.438951,2478.0182,27.041273
857,2479.861884,2480.034628,2479.861884,2480.034628,0.303332,3.296718,0.172744,0.569488,0.130588,14,75.25587,2479.8619,26.841097
858,2480.165216,2480.879724,2480.165216,2480.879724,8.078656,0.123783,0.714508,0.088444,7.364148,53,72.777352,2480.1652,26.815022
859,2488.243872,2488.548064,2488.243872,2488.548064,1.956384,0.511147,0.304192,0.155487,1.652192,15,46.023564,2488.2439,25.850878
860,2490.200256,2490.510252,2490.200256,2490.510252,1.772776,0.564087,0.309996,0.174865,1.46278,20,61.291113,2490.2003,25.741577
861,2491.973032,2492.413352,2491.973032,2492.413352,2.115944,0.472602,0.44032,0.208096,1.675624,24,52.234738,2491.973,25.428642
862,2494.088976,2494.489708,2494.088976,2494.489708,1.85904,0.537912,0.400732,0.215559,1.458308,26,62.385834,2494.089,25.353275
863,2495.948016,2497.261304,2495.948016,2497.261304,1.46296,0.683546,1.313288,0.897692,0.149672,108,81.474894,2495.948,25.183128
864,2497.410976,2497.796944,2497.410976,2497.796944,0.494728,2.021313,0.385968,0.780162,0.10876,27,67.363097,2497.411,25.04641
865,2497.905704,2498.416524,2497.905704,2498.416524,5.27694,0.189504,0.51082,0.096802,4.76612,35,66.559649,2497.9057,25.10342
866,2503.182644,2503.526108,2503.182644,2503.526108,2.36262,0.423259,0.343464,0.145374,2.019156,15,40.761186,2503.1826,24.839783
867,2505.545264,2505.847228,2505.545264,2505.847228,2.111736,0.473544,0.301964,0.142993,1.809772,20,62.921408,2505.5453,24.752174
868,2507.657,2508.107792,2507.657,2508.107792,2.088388,0.478838,0.450792,0.215856,1.637596,31,66.549539,2507.657,24.633261
869,2509.745388,2511.898764,2509.745388,2511.898764,6.529168,0.153159,2.153376,0.329809,4.375792,167,77.088256,2509.7454,24.640322
870,2516.274556,2516.477228,2516.274556,2516.477228,2.454644,0.407391,0.202672,0.082567,2.251972,14,64.143049,2516.2746,24.439644
871,2518.7292,2519.038668,2518.7292,2519.038668,2.000324,0.499919,0.309468,0.154709,1.690856,20,61.395685,2518.7292,24.247742
872,2520.729524,2522.201384,2520.729524,2522.201384,5.87304,0.17027,1.47186,0.250613,4.40118,116,78.132431,2520.7295,24.064636
873,2526.602564,2526.860904,2526.602564,2526.860904,2.357076,0.424254,0.25834,0.109602,2.098736,15,54.19215,2526.6026,23.887505
874,2528.95964,2529.393488,2528.95964,2529.393488,2.420952,0.413061,0.433848,0.179206,1.987104,24,53.013959,2528.9596,23.748838
875,2531.380592,2531.794376,2531.380592,2531.794376,2.176796,0.459391,0.413784,0.190089,1.763012,27,62.834716,2531.3806,23.525696
876,2533.557388,2534.972852,2533.557388,2534.972852,4.89448,0.204312,1.415464,0.289196,3.479016,114,79.832479,2533.5574,23.353189
877,2538.451868,2538.678024,2538.451868,2538.678024,2.050496,0.487687,0.226156,0.110293,1.82434,14,57.482446,2538.4519,22.83341
878,2540.502364,2540.925376,2540.502364,2540.925376,2.379144,0.420319,0.423012,0.1778,1.956132,27,61.463977,2540.5024,22.593689
879,2542.881508,2544.374396,2542.881508,2544.374396,4.649984,0.215055,1.492888,0.321052,3.157096,113,75.022373,2542.8815,22.385212
880,2547.531492,2547.822864,2547.531492,2547.822864,2.290012,0.436679,0.291372,0.127236,1.99864,16,51.480582,2547.5315,21.987915
881,2549.821504,2551.38604,2549.821504,2551.38604,4.820184,0.207461,1.564536,0.32458,3.255648,115,72.865054,2549.8215,21.774456
882,2554.641688,2554.898944,2554.641688,2554.898944,2.12964,0.469563,0.257256,0.120798,1.872384,16,58.307678,2554.6417,21.333748
883,2556.771328,2558.131212,2556.771328,2558.131212,4.638388,0.215592,1.359884,0.29318,3.278504,105,76.477111,2556.7713,21.215773
884,2561.409716,2561.675212,2561.409716,2561.675212,2.252372,0.443976,0.265496,0.117874,1.986876,18,64.031097,2561.4097,20.913502
,,,,,,,,,,,,2563.6621,20.79071
